index,model,tipus,snormatiu,sno_normatiu,pnormatiu,pno_normatiu
16,gplsi/Aitana-6.3B,a_od,Sempre ajuda els seus companys quan ho necessiten.,Sempre ajuda als seus companys quan ho necessiten.,3.055061101913452,3.2463765144348145
17,gplsi/Aitana-6.3B,a_od,El professor ha avisat els alumnes sobre el canvi d’horari.,El professor ha avisat als alumnes sobre el canvi d’horari.,4.254268646240234,4.318032741546631
18,gplsi/Aitana-6.3B,a_od,El jutge ha interrogat els testimonis del cas.,El jutge ha interrogat als testimonis del cas.,3.8469161987304688,4.19863224029541
19,gplsi/Aitana-6.3B,a_od,Han seleccionat els millors candidats per al lloc de feina.,Han seleccionat als millors candidats per al lloc de feina.,3.33479380607605,3.6607584953308105
20,gplsi/Aitana-6.3B,com_reg,Al restaurant fa molta olor de fregit.,Al restaurant fa molta olor a fregit.,4.75297212600708,4.645487785339356
21,gplsi/Aitana-6.3B,com_reg,Tinc por de les aranyes.,Tinc por a les aranyes.,4.022262096405029,4.004577159881592
22,gplsi/Aitana-6.3B,com_reg,El meu horari és diferent del teu.,El meu horari és diferent al teu.,4.66282320022583,4.607678413391113
23,gplsi/Aitana-6.3B,com_reg,La solució del problema és molt senzilla.,La solució al problema és molt senzilla.,3.519758701324463,3.301610231399536
24,gplsi/Aitana-6.3B,com_reg,La noia va aprofitar per treure profit de la situació i va guanyar molts diners.,La noia va aprofitar per treure profit a la situació i va guanyar molts diners.,4.146369934082031,4.353864669799805
25,gplsi/Aitana-6.3B,com_reg,Va fer cas de les recomanacions del metge.,Va fer cas a les recomanacions del metge.,3.892058372497559,3.996878147125244
26,gplsi/Aitana-6.3B,com_reg,Sento una forta pudor de cremat a la cuina.,Sento una forta pudor a cremat a la cuina.,4.395228862762451,4.5050458908081055
27,gplsi/Aitana-6.3B,com_reg,L’article fa esment de diverses investigacions recents.,L’article fa esment a diverses investigacions recents.,7.051713943481445,7.0613203048706055
28,gplsi/Aitana-6.3B,com_reg,Va mostrar un clar rebuig de la proposta.,Va mostrar un clar rebuig a la proposta.,4.014811038970947,3.730169773101807
29,gplsi/Aitana-6.3B,com_reg,Hauries de fer un bon repàs de la matèria abans de l’examen.,Hauries de fer un bon repàs a la matèria abans de l’examen.,2.556159019470215,2.644988536834717
30,gplsi/Aitana-6.3B,alt_prep,Tenim molt d'interès a complir els nostres compromisos.,Tenim molt d'interès en complir els nostres compromisos.,2.6379482746124268,2.786867618560791
31,gplsi/Aitana-6.3B,alt_prep,La idea consisteix a analitzar els models.,La idea consisteix en analitzar els models.,5.8096923828125,5.941479206085205
32,gplsi/Aitana-6.3B,alt_prep,La majoria d'estudiants es van mostrar d'acord a fer una pausa.,La majoria d'estudiants es van mostrar d'acord en fer una pausa.,3.1993629932403564,3.227729320526123
33,gplsi/Aitana-6.3B,alt_prep,La van amenaçar de despatxar-la.,La van amenaçar amb despatxar-la.,3.939229011535645,4.09321403503418
34,gplsi/Aitana-6.3B,alt_prep,Insisteixen a tornar cap a casa.,Insisteixen en tornar cap a casa.,3.910721063613892,3.944967746734619
35,gplsi/Aitana-6.3B,alt_prep,Va mostrar interès a aprendre nous mètodes per fer aquests exercicis.,Va mostrar interès en aprendre nous mètodes per fer aquests exercicis.,5.473834991455078,5.479391574859619
36,gplsi/Aitana-6.3B,alt_prep,L'exercici es basa a explicar les circumstàncies del conflicte.,L'exercici es basa en explicar les circumstàncies del conflicte.,5.066770553588867,5.184198379516602
37,gplsi/Aitana-6.3B,alt_prep,Ens complaem a acceptar la vostra col·laboració.,Ens complaem en acceptar la vostra col·laboració.,4.344319820404053,4.32612943649292
38,gplsi/Aitana-6.3B,alt_prep,"Engrescat a fundar la coral, tot el temps que hi dedica li sembla poc.","Engrescat en fundar la coral, tot el temps que hi dedica li sembla poc.",4.231175899505615,4.020721912384033
39,gplsi/Aitana-6.3B,alt_prep,"Estava tan capficat a completar la jugada, que no es va adonar que el temps s'havia acabat. ","Estava tan capficat en completar la jugada, que no es va adonar que el temps s'havia acabat. ",2.3076558113098145,2.209712743759156
40,gplsi/Aitana-6.3B,motiu_de,"Amb motiu de la seva jubilació, li van organitzar una festa sorpresa.","En motiu de la seva jubilació, li van organitzar una festa sorpresa.",4.066435813903809,3.8375473022460938
41,gplsi/Aitana-6.3B,motiu_de,La botiga va tancar amb motiu de les obres al carrer.,La botiga va tancar en motiu de les obres al carrer.,3.7540228366851807,3.89626669883728
42,gplsi/Aitana-6.3B,motiu_de,Es va organitzar un concert benèfic amb motiu de la recaptació de fons.,Es va organitzar un concert benèfic en motiu de la recaptació de fons.,2.84602689743042,3.099436044692993
43,gplsi/Aitana-6.3B,motiu_de,"Amb motiu del Dia del Llibre, les llibreries fan descomptes.","En motiu del Dia del Llibre, les llibreries fan descomptes.",3.140472412109375,3.395319938659668
44,gplsi/Aitana-6.3B,motiu_de,Van cancel·lar el vol amb motiu del mal temps.,Van cancel·lar el vol en motiu del mal temps.,3.7173218727111816,3.975600481033325
45,gplsi/Aitana-6.3B,motiu_de,L'ajuntament va emetre un comunicat amb motiu de la nova normativa.,L'ajuntament va emetre un comunicat en motiu de la nova normativa.,3.836078405380249,4.137793064117432
46,gplsi/Aitana-6.3B,motiu_de,Es va tallar el trànsit amb motiu de la manifestació.,Es va tallar el trànsit en motiu de la manifestació.,3.494908809661865,3.947979688644409
47,gplsi/Aitana-6.3B,motiu_de,La reunió es va ajornar amb motiu de l'absència del director.,La reunió es va ajornar en motiu de l'absència del director.,2.7035698890686035,3.035707950592041
48,gplsi/Aitana-6.3B,motiu_de,"Amb motiu de la celebració, el museu ofereix entrada gratuïta.","En motiu de la celebració, el museu ofereix entrada gratuïta.",4.558271884918213,3.998726129531861
49,gplsi/Aitana-6.3B,motiu_de,L'empresa va fer una donació amb motiu de la campanya solidària.,L'empresa va fer una donació en motiu de la campanya solidària.,3.5201668739318848,3.856555700302124
50,gplsi/Aitana-6.3B,confiar,Pots confiar en mi per guardar el secret.,Pots confiar amb mi per guardar el secret.,3.523900032043457,4.306663036346436
51,gplsi/Aitana-6.3B,confiar,"No confio en les seves promeses, sempre les incompleix.","No confio amb les seves promeses, sempre les incompleix.",3.497950315475464,3.838745832443237
52,gplsi/Aitana-6.3B,confiar,Cal confiar en el criteri dels experts.,Cal confiar amb el criteri dels experts.,3.973202228546143,4.190629482269287
53,gplsi/Aitana-6.3B,confiar,He après a no confiar en qualsevol que sembli amable.,He après a no confiar amb qualsevol que sembli amable.,4.402401447296143,4.678151607513428
54,gplsi/Aitana-6.3B,confiar,"Perquè la relació funcioni, heu de confiar l'un en l'altre.","Perquè la relació funcioni, heu de confiar l'un amb l'altre.",2.320845365524292,2.459193706512451
55,gplsi/Aitana-6.3B,confiar,Confiem en que tot sortirà bé al final.,Confiem amb que tot sortirà bé al final.,4.070168495178223,4.324550628662109
56,gplsi/Aitana-6.3B,confiar,És difícil confiar en algú que t'ha mentit abans.,És difícil confiar amb algú que t'ha mentit abans.,2.314481019973755,2.673024177551269
57,gplsi/Aitana-6.3B,confiar,Els ciutadans confien en la justícia del seu país.,Els ciutadans confien amb la justícia del seu país.,3.090346574783325,3.486790418624878
58,gplsi/Aitana-6.3B,confiar,Confio plenament en les teves capacitats per liderar el projecte.,Confio plenament amb les teves capacitats per liderar el projecte.,3.5841689109802246,3.864636182785034
59,gplsi/Aitana-6.3B,confiar,La directora confia en tot el seu equip per assolir els objectius.,La directora confia amb tot el seu equip per assolir els objectius.,4.04198169708252,4.375356674194336
60,gplsi/Aitana-6.3B,anar,Vés amb compte quan creuis el carrer.,Vés en compte quan creuis el carrer.,3.2403573989868164,3.690028667449951
61,gplsi/Aitana-6.3B,anar,"Aneu amb compte amb el terra, que rellisca.","Aneu en compte amb el terra, que rellisca.",3.04525089263916,3.0987915992736816
62,gplsi/Aitana-6.3B,anar,Cal anar amb compte a l'hora de signar contractes.,Cal anar en compte a l'hora de signar contractes.,2.481456995010376,2.4892830848693848
63,gplsi/Aitana-6.3B,anar,Sempre vaig amb compte amb el que dic en públic.,Sempre vaig en compte amb el que dic en públic.,2.3707938194274902,2.846783399581909
64,gplsi/Aitana-6.3B,anar,Van anar amb molt de compte per no fer soroll.,Van anar en molt de compte per no fer soroll.,3.051915407180786,3.6031126976013184
65,gplsi/Aitana-6.3B,anar,"Si no vas amb compte, et pots fer mal.","Si no vas en compte, et pots fer mal.",3.5174365043640137,3.626783847808838
66,gplsi/Aitana-6.3B,anar,"Anem amb compte, que no sabem què ens trobarem.","Anem en compte, que no sabem què ens trobarem.",3.223763227462769,2.910428047180176
67,gplsi/Aitana-6.3B,anar,El metge li va dir que anés amb compte amb els greixos.,El metge li va dir que anés en compte amb els greixos.,3.961268663406372,4.033742904663086
68,gplsi/Aitana-6.3B,anar,"És una situació delicada, hem d'anar amb compte.","És una situació delicada, hem d'anar en compte.",2.585629463195801,2.557247400283813
69,gplsi/Aitana-6.3B,anar,Aneu amb compte amb les estafes per internet.,Aneu en compte amb les estafes per internet.,2.3708345890045166,2.6602141857147217
70,gplsi/Aitana-6.3B,propens,És molt propens a agafar refredats a l'hivern.,És molt propens de agafar refredats a l'hivern.,2.8647470474243164,3.963041305541992
71,gplsi/Aitana-6.3B,propens,Aquesta planta és propensa a les plagues si no la cuides bé.,Aquesta planta és propensa de les plagues si no la cuides bé.,3.5366129875183105,4.185428619384766
72,gplsi/Aitana-6.3B,propens,Els adolescents són més propensos a prendre riscos innecessaris.,Els adolescents són més propensos de prendre riscos innecessaris.,3.3780517578125,3.857563972473145
73,gplsi/Aitana-6.3B,propens,Les persones amb pells clares són propenses a les cremades solars.,Les persones amb pells clares són propenses de les cremades solars.,2.4620180130004883,3.285495519638061
74,gplsi/Aitana-6.3B,propens,El meu oncle és propens a explicar sempre les mateixes anècdotes.,El meu oncle és propens de explicar sempre les mateixes anècdotes.,4.528043270111084,5.731353282928467
75,gplsi/Aitana-6.3B,propens,Aquesta zona és propensa a les inundacions quan plou fort.,Aquesta zona és propensa de les inundacions quan plou fort.,4.055066108703613,4.914687633514404
76,gplsi/Aitana-6.3B,propens,Som propensos a oblidar les claus a casa.,Som propensos de oblidar les claus a casa.,4.571204662322998,6.048804759979248
77,gplsi/Aitana-6.3B,propens,No sóc gens propens a enfadar-me per tonteries.,No sóc gens propens de enfadar-me per tonteries.,2.7991397380828857,3.8862669467926025
78,gplsi/Aitana-6.3B,propens,Les economies inestables són propenses a patir crisis financeres.,Les economies inestables són propenses de patir crisis financeres.,3.1414129734039307,3.812801599502564
79,gplsi/Aitana-6.3B,propens,Aquest material és propens a l'oxidació si s'exposa a la humitat.,Aquest material és propens de l'oxidació si s'exposa a la humitat.,2.8451077938079834,3.404073476791382
0,BSC-LT/ALIA-40b,caiguda_prep,Em refereixo al que va cantar.,Em refereixo a que va cantar.,5.210411548614502,5.331749439239502
1,BSC-LT/ALIA-40b,caiguda_prep,Parlo del que va sortir l’altre dia al diari,Parlo de que va sortir l’altre dia al diari,3.7669522762298575,4.031494617462158
2,BSC-LT/ALIA-40b,caiguda_prep,Depèn del que decideixin els experts.,Depèn de que decideixin els experts.,3.9984638690948486,4.472528457641602
3,BSC-LT/ALIA-40b,caiguda_prep,No es recorda del que li vaig explicar.,No es recorda de que li vaig explicar.,4.246039390563965,4.621901035308838
4,BSC-LT/ALIA-40b,caiguda_prep,No m’havia adonat del que estava equivocat.,No m’havia adonat de que estava equivocat.,3.5658462047576904,3.3285958766937256
5,BSC-LT/ALIA-40b,caiguda_prep,Em refereixo al que va fer una nova pel·lícula.,Em refereixo a que va fer una nova pel·lícula.,3.9781370162963863,3.8215584754943848
6,BSC-LT/ALIA-40b,caiguda_prep,Parlo del que moure la caixa de lloc. ,Parlo de que moure la caixa de lloc. ,5.711938381195068,5.778946399688721
7,BSC-LT/ALIA-40b,caiguda_prep,Depèn del que vulgin fer.,Depèn de que vulgin fer.,4.252276420593262,4.949997901916504
8,BSC-LT/ALIA-40b,caiguda_prep,No es recorda del que va veure aquell dia.,No es recorda de que va veure aquell dia.,3.896871566772461,4.188286781311035
9,BSC-LT/ALIA-40b,caiguda_prep,No m'havia adonat del que estava mal col·locat.,No m'havia adonat de que estava mal col·locat.,2.8031976222991943,2.567676305770874
10,BSC-LT/ALIA-40b,a_od,Això afecta el trànsit aeri.,Això afecta al trànsit aeri.,5.319450855255127,6.1360039710998535
11,BSC-LT/ALIA-40b,a_od,He vist el cotxe nou.,He vist al cotxe nou.,5.334611415863037,6.019401550292969
12,BSC-LT/ALIA-40b,a_od,L’entrenador felicitarà els jugadors després del partit.,L’entrenador felicitarà als jugadors després del partit.,3.3922793865203857,3.470003843307495
13,BSC-LT/ALIA-40b,a_od,L’empresa vol formar els seus treballadors.,L’empresa vol formar als seus treballadors.,4.096635818481445,4.1786699295043945
14,BSC-LT/ALIA-40b,a_od,Estic esperant el professor per resoldre un dubte.,Estic esperant al professor per resoldre un dubte.,3.942097187042236,4.111071586608887
15,BSC-LT/ALIA-40b,a_od,Han acomiadat el empleats més antics de l’empresa.,Han acomiadat al empleats més antics de l’empresa.,4.150560855865479,4.022505760192871
16,BSC-LT/ALIA-40b,a_od,Sempre ajuda els seus companys quan ho necessiten.,Sempre ajuda als seus companys quan ho necessiten.,3.904237508773804,3.6044514179229736
17,BSC-LT/ALIA-40b,a_od,El professor ha avisat els alumnes sobre el canvi d’horari.,El professor ha avisat als alumnes sobre el canvi d’horari.,3.398678541183472,3.414531946182251
18,BSC-LT/ALIA-40b,a_od,El jutge ha interrogat els testimonis del cas.,El jutge ha interrogat als testimonis del cas.,3.87115740776062,4.080259799957275
19,BSC-LT/ALIA-40b,a_od,Han seleccionat els millors candidats per al lloc de feina.,Han seleccionat als millors candidats per al lloc de feina.,3.4823787212371826,3.637150526046753
20,BSC-LT/ALIA-40b,com_reg,Al restaurant fa molta olor de fregit.,Al restaurant fa molta olor a fregit.,4.149075508117676,4.287053108215332
21,BSC-LT/ALIA-40b,com_reg,Tinc por de les aranyes.,Tinc por a les aranyes.,3.955586671829224,3.7945404052734375
22,BSC-LT/ALIA-40b,com_reg,El meu horari és diferent del teu.,El meu horari és diferent al teu.,3.506882667541504,3.5412936210632324
23,BSC-LT/ALIA-40b,com_reg,La solució del problema és molt senzilla.,La solució al problema és molt senzilla.,3.4192044734954834,3.3438720703125
24,BSC-LT/ALIA-40b,com_reg,La noia va aprofitar per treure profit de la situació i va guanyar molts diners.,La noia va aprofitar per treure profit a la situació i va guanyar molts diners.,3.1369287967681885,3.2659857273101807
25,BSC-LT/ALIA-40b,com_reg,Va fer cas de les recomanacions del metge.,Va fer cas a les recomanacions del metge.,3.849313497543335,3.9497575759887695
26,BSC-LT/ALIA-40b,com_reg,Sento una forta pudor de cremat a la cuina.,Sento una forta pudor a cremat a la cuina.,2.6496832370758057,2.862983226776123
27,BSC-LT/ALIA-40b,com_reg,L’article fa esment de diverses investigacions recents.,L’article fa esment a diverses investigacions recents.,4.177890777587891,4.222014904022217
28,BSC-LT/ALIA-40b,com_reg,Va mostrar un clar rebuig de la proposta.,Va mostrar un clar rebuig a la proposta.,4.4965362548828125,4.177103996276856
29,BSC-LT/ALIA-40b,com_reg,Hauries de fer un bon repàs de la matèria abans de l’examen.,Hauries de fer un bon repàs a la matèria abans de l’examen.,3.057044267654419,3.149747610092163
30,BSC-LT/ALIA-40b,alt_prep,Tenim molt d'interès a complir els nostres compromisos.,Tenim molt d'interès en complir els nostres compromisos.,3.1601486206054688,3.209722757339477
31,BSC-LT/ALIA-40b,alt_prep,La idea consisteix a analitzar els models.,La idea consisteix en analitzar els models.,5.480550289154053,5.5470170974731445
32,BSC-LT/ALIA-40b,alt_prep,La majoria d'estudiants es van mostrar d'acord a fer una pausa.,La majoria d'estudiants es van mostrar d'acord en fer una pausa.,2.6578729152679443,2.692387580871582
33,BSC-LT/ALIA-40b,alt_prep,La van amenaçar de despatxar-la.,La van amenaçar amb despatxar-la.,3.977838039398194,4.028466701507568
34,BSC-LT/ALIA-40b,alt_prep,Insisteixen a tornar cap a casa.,Insisteixen en tornar cap a casa.,4.213780403137207,4.291492938995361
35,BSC-LT/ALIA-40b,alt_prep,Va mostrar interès a aprendre nous mètodes per fer aquests exercicis.,Va mostrar interès en aprendre nous mètodes per fer aquests exercicis.,4.350945472717285,4.3929829597473145
36,BSC-LT/ALIA-40b,alt_prep,L'exercici es basa a explicar les circumstàncies del conflicte.,L'exercici es basa en explicar les circumstàncies del conflicte.,4.068603515625,4.043628215789795
37,BSC-LT/ALIA-40b,alt_prep,Ens complaem a acceptar la vostra col·laboració.,Ens complaem en acceptar la vostra col·laboració.,4.010829925537109,4.06617546081543
38,BSC-LT/ALIA-40b,alt_prep,"Engrescat a fundar la coral, tot el temps que hi dedica li sembla poc.","Engrescat en fundar la coral, tot el temps que hi dedica li sembla poc.",4.027326583862305,4.106434345245361
39,BSC-LT/ALIA-40b,alt_prep,"Estava tan capficat a completar la jugada, que no es va adonar que el temps s'havia acabat. ","Estava tan capficat en completar la jugada, que no es va adonar que el temps s'havia acabat. ",2.36454701423645,2.3298847675323486
40,BSC-LT/ALIA-40b,motiu_de,"Amb motiu de la seva jubilació, li van organitzar una festa sorpresa.","En motiu de la seva jubilació, li van organitzar una festa sorpresa.",2.1379170417785645,2.3589186668396
41,BSC-LT/ALIA-40b,motiu_de,La botiga va tancar amb motiu de les obres al carrer.,La botiga va tancar en motiu de les obres al carrer.,3.2906253337860107,3.5165469646453857
42,BSC-LT/ALIA-40b,motiu_de,Es va organitzar un concert benèfic amb motiu de la recaptació de fons.,Es va organitzar un concert benèfic en motiu de la recaptació de fons.,2.1948251724243164,2.3286325931549072
43,BSC-LT/ALIA-40b,motiu_de,"Amb motiu del Dia del Llibre, les llibreries fan descomptes.","En motiu del Dia del Llibre, les llibreries fan descomptes.",2.4339938163757324,2.813425064086914
44,BSC-LT/ALIA-40b,motiu_de,Van cancel·lar el vol amb motiu del mal temps.,Van cancel·lar el vol en motiu del mal temps.,3.5038788318634038,3.8345165252685542
45,BSC-LT/ALIA-40b,motiu_de,L'ajuntament va emetre un comunicat amb motiu de la nova normativa.,L'ajuntament va emetre un comunicat en motiu de la nova normativa.,2.9473609924316406,3.035947561264038
46,BSC-LT/ALIA-40b,motiu_de,Es va tallar el trànsit amb motiu de la manifestació.,Es va tallar el trànsit en motiu de la manifestació.,2.951197624206543,3.1639320850372314
47,BSC-LT/ALIA-40b,motiu_de,La reunió es va ajornar amb motiu de l'absència del director.,La reunió es va ajornar en motiu de l'absència del director.,2.728189706802368,2.8642866611480717
48,BSC-LT/ALIA-40b,motiu_de,"Amb motiu de la celebració, el museu ofereix entrada gratuïta.","En motiu de la celebració, el museu ofereix entrada gratuïta.",3.0458457469940186,3.310272216796875
49,BSC-LT/ALIA-40b,motiu_de,L'empresa va fer una donació amb motiu de la campanya solidària.,L'empresa va fer una donació en motiu de la campanya solidària.,2.5760974884033203,2.7223117351531982
50,BSC-LT/ALIA-40b,confiar,Pots confiar en mi per guardar el secret.,Pots confiar amb mi per guardar el secret.,3.9539833068847656,4.713781356811523
51,BSC-LT/ALIA-40b,confiar,"No confio en les seves promeses, sempre les incompleix.","No confio amb les seves promeses, sempre les incompleix.",2.661428213119507,2.918495178222656
52,BSC-LT/ALIA-40b,confiar,Cal confiar en el criteri dels experts.,Cal confiar amb el criteri dels experts.,4.070348739624023,4.5506978034973145
53,BSC-LT/ALIA-40b,confiar,He après a no confiar en qualsevol que sembli amable.,He après a no confiar amb qualsevol que sembli amable.,4.132547855377197,4.493490695953369
54,BSC-LT/ALIA-40b,confiar,"Perquè la relació funcioni, heu de confiar l'un en l'altre.","Perquè la relació funcioni, heu de confiar l'un amb l'altre.",2.033247947692871,2.2322332859039307
55,BSC-LT/ALIA-40b,confiar,Confiem en que tot sortirà bé al final.,Confiem amb que tot sortirà bé al final.,3.212867021560669,3.601769208908081
56,BSC-LT/ALIA-40b,confiar,És difícil confiar en algú que t'ha mentit abans.,És difícil confiar amb algú que t'ha mentit abans.,2.5318591594696045,3.022130489349365
57,BSC-LT/ALIA-40b,confiar,Els ciutadans confien en la justícia del seu país.,Els ciutadans confien amb la justícia del seu país.,3.2991373538970947,3.613680124282837
58,BSC-LT/ALIA-40b,confiar,Confio plenament en les teves capacitats per liderar el projecte.,Confio plenament amb les teves capacitats per liderar el projecte.,3.5359318256378174,3.738469362258911
59,BSC-LT/ALIA-40b,confiar,La directora confia en tot el seu equip per assolir els objectius.,La directora confia amb tot el seu equip per assolir els objectius.,3.5535032749176025,3.7813236713409424
60,BSC-LT/ALIA-40b,anar,Vés amb compte quan creuis el carrer.,Vés en compte quan creuis el carrer.,3.348150491714477,4.036113262176514
61,BSC-LT/ALIA-40b,anar,"Aneu amb compte amb el terra, que rellisca.","Aneu en compte amb el terra, que rellisca.",2.8971447944641118,2.7986950874328613
62,BSC-LT/ALIA-40b,anar,Cal anar amb compte a l'hora de signar contractes.,Cal anar en compte a l'hora de signar contractes.,2.658897399902344,2.761927366256714
63,BSC-LT/ALIA-40b,anar,Sempre vaig amb compte amb el que dic en públic.,Sempre vaig en compte amb el que dic en públic.,2.9760642051696777,3.1510162353515625
64,BSC-LT/ALIA-40b,anar,Van anar amb molt de compte per no fer soroll.,Van anar en molt de compte per no fer soroll.,3.304641008377075,3.886731147766113
65,BSC-LT/ALIA-40b,anar,"Si no vas amb compte, et pots fer mal.","Si no vas en compte, et pots fer mal.",2.662937879562378,3.199846744537353
66,BSC-LT/ALIA-40b,anar,"Anem amb compte, que no sabem què ens trobarem.","Anem en compte, que no sabem què ens trobarem.",3.308537483215332,3.4026577472686768
67,BSC-LT/ALIA-40b,anar,El metge li va dir que anés amb compte amb els greixos.,El metge li va dir que anés en compte amb els greixos.,2.495695114135742,2.5602505207061768
68,BSC-LT/ALIA-40b,anar,"És una situació delicada, hem d'anar amb compte.","És una situació delicada, hem d'anar en compte.",3.006189584732056,3.090820074081421
69,BSC-LT/ALIA-40b,anar,Aneu amb compte amb les estafes per internet.,Aneu en compte amb les estafes per internet.,2.876847505569458,2.7517240047454834
70,BSC-LT/ALIA-40b,propens,És molt propens a agafar refredats a l'hivern.,És molt propens de agafar refredats a l'hivern.,2.656165599822998,3.3764491081237797
71,BSC-LT/ALIA-40b,propens,Aquesta planta és propensa a les plagues si no la cuides bé.,Aquesta planta és propensa de les plagues si no la cuides bé.,2.721053123474121,3.323336124420166
72,BSC-LT/ALIA-40b,propens,Els adolescents són més propensos a prendre riscos innecessaris.,Els adolescents són més propensos de prendre riscos innecessaris.,2.6010279655456543,3.174387693405152
73,BSC-LT/ALIA-40b,propens,Les persones amb pells clares són propenses a les cremades solars.,Les persones amb pells clares són propenses de les cremades solars.,2.295673131942749,2.9065608978271484
74,BSC-LT/ALIA-40b,propens,El meu oncle és propens a explicar sempre les mateixes anècdotes.,El meu oncle és propens de explicar sempre les mateixes anècdotes.,3.0690183639526367,3.992566347122192
75,BSC-LT/ALIA-40b,propens,Aquesta zona és propensa a les inundacions quan plou fort.,Aquesta zona és propensa de les inundacions quan plou fort.,2.68765640258789,3.390192031860352
76,BSC-LT/ALIA-40b,propens,Som propensos a oblidar les claus a casa.,Som propensos de oblidar les claus a casa.,3.726852178573608,4.335570812225342
77,BSC-LT/ALIA-40b,propens,No sóc gens propens a enfadar-me per tonteries.,No sóc gens propens de enfadar-me per tonteries.,2.8335063457489014,3.5394093990325928
78,BSC-LT/ALIA-40b,propens,Les economies inestables són propenses a patir crisis financeres.,Les economies inestables són propenses de patir crisis financeres.,2.790611267089844,3.311622142791748
79,BSC-LT/ALIA-40b,propens,Aquest material és propens a l'oxidació si s'exposa a la humitat.,Aquest material és propens de l'oxidació si s'exposa a la humitat.,2.323594570159912,2.871878147125244
0,bigscience/bloom-7b1,caiguda_prep,Em refereixo al que va cantar.,Em refereixo a que va cantar.,5.158289432525635,5.464947700500488
1,bigscience/bloom-7b1,caiguda_prep,Parlo del que va sortir l’altre dia al diari,Parlo de que va sortir l’altre dia al diari,3.8431556224823,4.260617733001709
2,bigscience/bloom-7b1,caiguda_prep,Depèn del que decideixin els experts.,Depèn de que decideixin els experts.,4.181052684783936,4.725078582763672
3,bigscience/bloom-7b1,caiguda_prep,No es recorda del que li vaig explicar.,No es recorda de que li vaig explicar.,4.803106784820557,5.190392971038818
4,bigscience/bloom-7b1,caiguda_prep,No m’havia adonat del que estava equivocat.,No m’havia adonat de que estava equivocat.,3.9179840087890634,3.5007259845733643
5,bigscience/bloom-7b1,caiguda_prep,Em refereixo al que va fer una nova pel·lícula.,Em refereixo a que va fer una nova pel·lícula.,4.884027481079102,4.477001190185547
6,bigscience/bloom-7b1,caiguda_prep,Parlo del que moure la caixa de lloc. ,Parlo de que moure la caixa de lloc. ,6.186033725738525,6.125773906707764
7,bigscience/bloom-7b1,caiguda_prep,Depèn del que vulgin fer.,Depèn de que vulgin fer.,4.33066987991333,5.3950934410095215
8,bigscience/bloom-7b1,caiguda_prep,No es recorda del que va veure aquell dia.,No es recorda de que va veure aquell dia.,4.020833969116211,4.492488861083984
9,bigscience/bloom-7b1,caiguda_prep,No m'havia adonat del que estava mal col·locat.,No m'havia adonat de que estava mal col·locat.,4.018652439117432,3.584070444107056
10,bigscience/bloom-7b1,a_od,Això afecta el trànsit aeri.,Això afecta al trànsit aeri.,4.22650957107544,4.329828262329102
11,bigscience/bloom-7b1,a_od,He vist el cotxe nou.,He vist al cotxe nou.,5.949980735778809,6.552631378173828
12,bigscience/bloom-7b1,a_od,L’entrenador felicitarà els jugadors després del partit.,L’entrenador felicitarà als jugadors després del partit.,3.1582372188568115,3.228447675704956
13,bigscience/bloom-7b1,a_od,L’empresa vol formar els seus treballadors.,L’empresa vol formar als seus treballadors.,4.753031730651856,4.8994903564453125
14,bigscience/bloom-7b1,a_od,Estic esperant el professor per resoldre un dubte.,Estic esperant al professor per resoldre un dubte.,4.631134033203125,4.539718151092529
15,bigscience/bloom-7b1,a_od,Han acomiadat el empleats més antics de l’empresa.,Han acomiadat al empleats més antics de l’empresa.,4.596423149108887,4.497581005096436
16,bigscience/bloom-7b1,a_od,Sempre ajuda els seus companys quan ho necessiten.,Sempre ajuda als seus companys quan ho necessiten.,3.842276096343994,4.012938499450684
17,bigscience/bloom-7b1,a_od,El professor ha avisat els alumnes sobre el canvi d’horari.,El professor ha avisat als alumnes sobre el canvi d’horari.,4.353743553161621,4.396590709686279
18,bigscience/bloom-7b1,a_od,El jutge ha interrogat els testimonis del cas.,El jutge ha interrogat als testimonis del cas.,3.839573383331299,4.1103596687316895
19,bigscience/bloom-7b1,a_od,Han seleccionat els millors candidats per al lloc de feina.,Han seleccionat als millors candidats per al lloc de feina.,4.465255737304688,4.754611968994141
20,bigscience/bloom-7b1,com_reg,Al restaurant fa molta olor de fregit.,Al restaurant fa molta olor a fregit.,4.334052085876465,4.427119731903076
21,bigscience/bloom-7b1,com_reg,Tinc por de les aranyes.,Tinc por a les aranyes.,3.96844482421875,4.08725118637085
22,bigscience/bloom-7b1,com_reg,El meu horari és diferent del teu.,El meu horari és diferent al teu.,4.1466875076293945,4.154184818267822
23,bigscience/bloom-7b1,com_reg,La solució del problema és molt senzilla.,La solució al problema és molt senzilla.,3.186323881149292,3.201669454574585
24,bigscience/bloom-7b1,com_reg,La noia va aprofitar per treure profit de la situació i va guanyar molts diners.,La noia va aprofitar per treure profit a la situació i va guanyar molts diners.,3.291207790374756,3.4650473594665527
25,bigscience/bloom-7b1,com_reg,Va fer cas de les recomanacions del metge.,Va fer cas a les recomanacions del metge.,3.078887701034546,3.2494876384735107
26,bigscience/bloom-7b1,com_reg,Sento una forta pudor de cremat a la cuina.,Sento una forta pudor a cremat a la cuina.,4.394975662231445,4.4569010734558105
